folders,animal,sex,imgs,lefteye_x,lefteye_y,righteye_x,righteye_y,mantle_tip_x,mantle_tip_y,l1_tip_x,l1_tip_y,r1_tip_x,r1_tip_y,r2_tip_x,r2_tip_y,r3_tip_x,r3_tip_y,r4_tip_x,r4_tip_y,l4_tip_x,l4_tip_y,l3_tip_x,l3_tip_y,l2_tip_x,l2_tip_y
1019_1104_fc,nip,F,img24.png,298.7888030829748,303.6027831155013,304.82291215089515,286.6318513619754,359.129893762178,326.9849557536926,184.51786260923376,319.4423194187922,216.19693521581544,221.01091524834195,389.81812807803027,278.55876664336586,468.39820696775917,244.3935149521794,289.0306355890302,186.73965272330224,365.90245189419977,334.50436628768375,366.7565831864794,342.61861356434054,253.1571213132844,412.23031388513294
1019_1104_fc,nip,F,img29.png,298.89030508914095,305.0293466296261,304.7982655354323,288.78245540232496,362.7701274146659,326.0764557195389,213.22487861791677,380.35584231984046,229.84101737311113,274.01255428659664,322.89139440219947,232.65683116255738,377.17078100250103,239.67253419252833,389.3559494229769,338.26162414001476,379.7555136977535,352.66227772784987,376.4322859467146,420.2345753323069,282.6434138618398,367.4321788435782
1019_1104_fc,nip,F,img59.png,300.25444556756173,304.20901922579856,307.9534536313564,288.0777642349907,355.6139797405615,328.77252114361966,182.93622745259523,260.2146874326861,247.0946279842175,207.0548698493419,257.72659150088634,278.5456590131496,343.1489190658463,281.1119950344145,414.63970822965405,344.170537271209,351.21454656125024,357.735456240752,270.1916521756016,408.69555723444057,187.70228006351576,351.13630647178513
1034_1176_fc,nip,F,img075.png,310.91915187880795,299.6623141009762,293.53429496056197,298.0066134420956,302.6406485844051,240.4710155459956,321.6812061615317,399.0043536338107,184.25805147444396,406.0410814340531,229.78981959365976,246.67989301679776,219.4416904756562,339.39912991410995,234.7569215703015,193.28354676789922,286.08364199559935,227.63933543967113,397.8434364700381,240.88494071071577,390.80670866979574,399.0043536338107
1034_1176_fc,nip,F,img079.png,314.72771920468256,300.68671318125143,297.43353160823233,299.42128482053556,297.8553410618042,240.36796132046175,280.1393440117821,423.4332641706907,218.5551637902765,414.5752656456796,209.69716526526545,314.60642514912604,263.26696586890387,253.4440543811924,240.0674459224463,205.3577766739894,272.124964393915,233.1972006097385,346.78523767615116,219.27748864186395,400.3550382797896,371.5507013813401
1034_1176_fc,nip,F,img111.png,316.9868997578827,302.2288472294624,299.0186054646025,300.5337251263228,295.96738567895113,249.34103761150573,262.0649436161584,364.2703162043731,247.48689352915758,357.8288522124425,202.73567000627116,378.1703174501181,128.15029746812715,312.0605554276723,274.94787160001965,229.67762121508596,401.7430049148645,196.11420357292116,391.57227229602665,298.1605541819273,404.11617585926,341.216655601674
1036_1073_fc,nip,F,img11.png,300.40369104912605,306.5851467785136,309.04749972699625,290.8691310005679,362.42449951171875,327.847412109375,201.80076599121094,380.5257568359375,232.0186309814453,265.3326721191406,320.1131286621094,217.51551818847656,362.8726806640625,253.88888549804688,414.7377058336816,328.1946684731891,370.33996126098475,350.98289135121047,393.739013671875,422.4064025878906,296.2370910644531,384.51263427734375
1036_1073_fc,nip,F,img26.png,300.123699419996,306.7756509078955,307.29314608257727,293.0885254611494,349.98394211885676,331.86871422693,150.1639862060547,281.0207824707031,206.23641967773438,205.59559631347656,367.99481201171875,208.4387664794922,433.77471923828125,252.96044921875,420.5694885253906,313.80474853515625,421.6784087446696,342.62288422080195,314.46259274515853,341.6452324031772,151.19473920183017,339.36404482871956
10446_10589_fc,nip,F,img051.png,312.6693005691726,300.1482162526727,293.3948424227756,301.6698840010725,302.01762633037424,245.875399893081,388.21187356854455,452.0381945742322,222.6074147738385,408.4530825010438,146.5070564220967,324.88996880095186,167.60440733474627,244.83571827953037,285.9350042613007,164.33638024847053,290.26575542935154,242.0393648546389,471.8633958739088,274.0106400370164,506.4306062509892,366.310343093576
10446_10589_fc,nip,F,img075.png,312.501494157603,303.6426973278136,294.194175443695,303.6426973278136,307.8182265796266,256.8100215480488,380.4508029862409,392.11386048977823,256.17891384117326,434.3036420008483,193.01859304969443,364.8153448795556,191.4298098595923,300.6142250286242,286.0938529709425,192.0007072693023,337.52773894989843,238.23131904162065,410.40924439451805,278.46106716401044,433.6046907917355,367.4134865087588
10446_10589_fc,nip,F,img086.png,309.02276851968423,305.1914673191415,292.6024229376432,302.9523292852268,317.23294131070475,255.55724090069938,346.71492542391474,410.05776524081244,276.6936454226831,414.54871890171717,196.6597866797459,334.693903067371,176.34459239644016,218.69424837405117,275.01380232298277,216.0220000725436,368.9434253894641,259.57550156522893,412.8181788016574,253.9960531544298,422.70901916625587,365.83863266181265
10465_10606_fc,nip,F,img090.png,298.03486878280034,302.27924097570684,313.6772978647959,299.9980534012492,309.1149227158805,346.59945670802756,205.4838300476601,216.2458810247314,348.2209954208693,266.75789160200867,405.9024526607279,317.2699021792859,396.8655818519276,357.42333926753275,334.23423103146575,373.4386618517604,283.04239634259517,356.5653755576634,251.58372698071935,340.8360408767255,225.55882778134935,351.1316053951576
10465_10606_fc,nip,F,img102.png,294.07039621512183,303.11251175373286,311.67601322121857,301.0166049672927,311.25683186393064,343.35392205338263,239.41205120601225,238.08456304195147,312.8733166338161,161.55493852925014,397.4971291476967,302.4001428837179,345.0707785333225,360.84682658010195,281.4229464795816,368.3853893657623,196.71020491128473,369.95830499169887,159.55530381670104,326.17559586558247,175.58819507727966,268.8423004672066
10465_10606_fc,nip,F,img107.png,296.0531659203788,302.1009903452489,313.4012294906497,299.98537283667923,310.4393649786523,342.7208465097856,219.03910593509997,226.9655854272261,324.7069596144003,140.71831897620734,387.3104306338206,291.2687658917439,327.0429266505677,376.8868866298572,287.8820614231792,345.5785727065321,211.1679308950459,346.40642303597235,189.09192210997156,330.4013166667935,211.99578122448617,261.13783910362275
10481_10593_fc,nip,F,img050.png,295.3697713670253,303.54289537143114,312.434000538631,303.1460528325566,304.1003072222654,345.6082044921335,268.2687505036927,273.33634511273954,370.7611083984375,208.18067932128906,448.1860046386719,240.0069580078125,453.8739013671875,348.31103515625,323.23060476102927,420.02632680575425,221.7941652640617,370.5146297746244,173.70984620762428,366.7914489695542,196.65185546875,280.45684814453125
10481_10593_fc,nip,F,img069.png,299.7928492000911,301.8361110910315,316.79137596459833,300.0332370402504,316.79137596459833,348.71083641133936,271.06572905647437,229.5262893696423,336.3654370873643,250.32542392585805,438.6141511102336,295.39727519538485,408.4803991186071,304.4116454492902,415.1767884500797,333.00007682596146,319.6244637586829,380.13235558209516,248.28216203491763,372.9208593789709,231.02608183458452,286.6404583773053
1053_1159_fc,nip,F,img066.png,315.2067513484369,299.8409589458768,295.2440185546875,298.79364013671875,305.90986074400826,245.54711781601364,289.6674499511719,405.8649597167969,214.1607666015625,402.0196533203125,232.6869354248047,313.7387390136719,205.8753178403562,254.10025717208796,227.238037109375,192.76336669921875,286.90081787109375,206.70201110839844,359.8318262496943,259.306515910568,399.9635314941406,382.6007080078125
1053_1159_fc,nip,F,img084.png,313.2648863192792,301.8785548460171,292.1968688964844,301.803955078125,294.1192048907951,251.36654426873991,329.9664382037015,335.689013538872,286.78681625860975,446.08219794566344,210.20409054467328,416.3452884929115,158.06266027135487,353.61263019532527,93.29322735371716,304.73003931408925,201.64963714045697,236.29441208035877,355.62979841635047,201.26188861547297,424.0654256500809,295.7682309858626
10700_10842_fc,nur,F,img053.png,309.21490863900294,308.74317519086526,294.98376726148183,305.4974762802025,301.4751650828073,248.32324162314393,299.72748105398887,356.9293205568578,272.95843638556266,327.91871836337555,267.7698302413098,275.0378403493678,277.50692697329794,261.0563681188207,297.7301278781964,245.82655015340336,312.9599458436138,239.33515233207794,328.4394329560052,231.34573962890818,327.44075636810896,298.50674016492894
10700_10842_fc,nur,F,img074.png,311.26888004283234,299.9744662371009,296.2138304802968,297.7274439143344,310.37007111372577,242.67539700655527,300.48317289355316,342.44318813738766,273.5189050203552,323.56820062614906,267.4519447488857,279.0771586353725,284.52931440191105,269.41496264747656,313.29120013332215,232.7884987863827,327.67214299902776,261.7750867500705,320.93107603072826,273.6843050607329,338.45785014830693,297.7274439143344
10700_10842_fc,nur,F,img105.png,311.2764653857318,301.9602229380405,295.60512724461296,302.1941235073109,308.2357579852162,248.16309200584146,359.4599826554405,370.02528859573573,284.8457010581732,339.8521151598502,238.2994877733575,316.4620582328072,260.7539424233188,279.2718677188087,294.4356243982608,255.4140096532248,319.93078644873776,271.08534779434365,327.88340580393236,301.2585212302292,418.16902554231854,343.36062369890664
1079_1595_fc,nip,F,img299.png,293.97517946547464,297.8752086278987,309.2562453084288,308.41387472648773,271.84398065843766,332.65280675324254,351.1368767011667,229.44332056582442,370.9860170225612,233.68077748836933,433.20972656940467,282.07699602480307,370.31694487689623,245.724076110339,309.43137962138275,456.4818019948087,276.64684448379865,387.3443469427605,225.35131331614994,363.9268218444862,234.1409721085529,159.42872890370805
1079_1595_fc,nip,F,img311.png,292.50552609775855,297.4875610131584,308.14906285199004,307.76759945165344,270.6045746418344,331.45638367948976,350.1631329919261,247.6517224961066,366.4771070356247,246.08736882068345,406.9268235001376,393.3600934069487,359.77273414095396,254.5795744872662,287.365506878511,406.9923182927789,181.43641514271474,404.0870900384216,134.95276307299827,259.4961146100245,231.94269094923365,170.7749133038829
1079_1595_fc,nip,F,img380.png,294.7282399236349,296.4084680918333,310.74780082237544,306.28353987872816,276.51421862780654,331.73928048494605,351.5647642082075,261.2971017384294,346.2980592551969,264.588792334061,422.8847271135593,340.29767603358823,246.01121910828692,437.0733795451579,223.40827701828323,355.22000673378506,184.34688195012131,241.10806608522228,216.38600374760244,197.87719626259369,295.3865780427613,180.10206704618295
107_173_fc,sla,F,img33.png,294.466040506347,296.59913647723295,305.9928708076965,305.2442592032451,277.8538438955785,334.7393837978748,341.25141055300094,226.25156919693814,348.8794600171293,209.6393725861697,400.07214753194637,294.3954777431515,281.244088101858,394.40768182839,272.2599409552179,317.9576749767925,240.39164541619274,312.53328424674567,255.8172565547634,222.0137639390892,332.09775119604694,199.12961554670414
107_173_fc,sla,F,img44.png,298.3498830800342,295.8873165987285,308.3366489589964,304.82284396411575,277.3251128085348,332.5492597596555,344.6043776773329,213.7593077256841,343.421734349561,261.722064907542,377.06136678396,331.1038068034899,321.02370792838195,390.93694633703643,246.18190164272724,343.11358264821644,215.9456538960272,303.1402381695283,205.35442587175945,281.2744770871689,322.37041291407314,218.4104139753858
107_173_fc,sla,F,img48.png,297.5268799456777,299.41445177019733,307.19827427056737,307.6351369463536,274.07374870782013,333.98968648167806,336.2124572452365,230.50576720535818,395.81242477236935,249.12320128077087,412.2537951246819,337.73735178257283,319.89197932198516,401.2058770396615,236.11352598262812,368.92759848034217,205.28595657204215,315.7349296934488,191.74600451719658,305.4590732232535,292.2076130669884,253.71711358509356
108_203_fc,sla,F,img54.png,311.87607048059266,300.97182877685515,297.67121006591094,301.42517538583434,297.2178634569317,259.7172873597475,306.5870267091686,375.0184415767919,281.3507321426595,428.36222590001165,208.0596970243548,366.55597154251336,248.70977629615683,246.57023569935046,273.34160871736026,210.30250698101406,307.1914888544742,264.855215594845,380.33140843645253,217.85828379733408,419.3192168086641,286.1625062168676
108_203_fc,sla,F,img69.png,311.1403127513421,298.63131192878757,298.4505498443503,304.31982633537007,264.7570414361306,266.9798343331872,362.4828017543436,326.05286855539055,232.2304077779791,329.40763346183667,260.38126112337477,297.9020152099949,199.26619608855202,245.24679211316663,230.04251762160118,260.85374189532905,249.00423231020966,262.16647598915574,305.014220313484,265.0836628643263,327.3306999085386,298.19373389751195
108_203_fc,sla,F,img72.png,311.0104223776288,298.2399555409057,298.5401055103457,303.87722206995153,271.5495566743084,262.70809378207184,355.5960758346271,303.8772220699515,298.1984529934339,345.90048165011086,270.8662516404847,309.68531485745325,231.9178647125321,260.65817868060066,268.4746840221016,271.0785804464125,291.87788143056434,265.44131391736676,327.4097431893982,255.87504344383456,326.2139593802067,293.7984728210515
10999_11016_fc,kho,M,img04.png,,,,,,,,,,,,,,,,,,,,,,
10999_11016_fc,kho,M,img06.png,,,,,,,,,,,,,,,,,,,,,,
10999_11016_fc,kho,M,img11.png,,,,,,,,,,,,,,,,,,,,,,
110_235_fc,sla,F,img030.png,302.79774714617787,291.90785320559047,302.6847390059686,305.6948463111262,261.32375968936145,299.7054148800328,332.8766893685228,290.0997229622416,411.07832239336466,403.7859120128065,267.78400060796076,413.27859579038847,216.02627239209724,373.61273857692095,218.85147589732995,296.8802113748001,299.5392880067766,230.54443307193566,313.43928925252163,191.66963283993334,464.30515643194923,249.0777680662623
110_235_fc,sla,F,img078.png,305.5033385980079,295.9225659401368,298.28921429859963,307.7489992178552,262.6916501326673,284.68745432630436,368.8930209665785,305.97503422619747,352.21775004499557,395.73766280408006,283.742701367006,351.74333101096767,237.97440458223585,317.21014584002995,255.12273283492752,288.3536486423971,270.4970960959614,263.5181387591885,285.2801376931094,205.4503513655912,346.06800474058196,284.0961326624186
110_235_fc,sla,F,img081.png,305.72967599894116,294.6652846779011,298.8309232536055,306.5311393998786,262.5434838131395,280.729804132323,383.96153213104833,312.1881166510539,349.05384323964955,410.5643307995414,283.2397420491467,366.5502882842994,220.04716690187144,334.54007554594165,233.43074722782268,301.8399875330503,258.5422072208447,238.23348722105493,291.9321705082696,215.60557821635376,400.79448882966733,283.07538006573714
111_542_fc,kho,M,img109.png,300.941650390625,294.99188232421875,304.7588728359763,309.41931866231516,244.89178466796875,307.3092956542969,405.2362499634718,212.35321051137046,367.7122912214133,335.1588936671983,333.28948609440096,375.4738906627983,271.26641379347785,369.271583432706,265.68433728639474,356.86696897252136,255.45053035674243,357.17708433402595,238.84364318847656,269.7864990234375,389.4203665267364,222.8971328025274
111_542_fc,kho,M,img181.png,302.6706269502041,294.0166048126183,302.372802734375,307.23248291015625,242.2251434326172,290.45703125,327.1060485839844,267.9849853515625,357.6398888250392,338.3893824706177,334.4600796007111,368.19199433046805,249.68820586602567,315.20957324628966,260.94697034641354,314.5472929827374,239.09172164918996,248.31926662751442,303.66404734553237,235.07366135646984,303.66404734553237,206.92675015550006
111_542_fc,kho,M,img222.png,304.6198013721512,296.32065682474615,306.4463282894876,310.56756677997095,244.48263549804688,307.39208984375,412.0195841115378,267.8268369142967,424.80527253289335,402.6245234137309,256.39949075446737,394.222499593983,265.1668199576826,401.52860726332904,269.1851791758229,348.55932666057026,201.6036832343721,350.3858535779068,158.86295336869782,255.4064538764084,396.5128173828125,228.114501953125
111_542_fc,kho,M,img294.png,301.9955380023879,296.496377912531,305.3345343311304,309.37536375196635,246.40773010253906,316.0538330078125,402.6683044433594,198.678466796875,420.30889892578125,372.3258972167969,405.39410400390625,429.7041320800781,328.3335266113281,398.74169921875,273.51983361947015,396.3891990054879,248.54001852309636,339.46529223805817,221.68629455566406,182.74781799316406,287.5000914422045,141.917747480245
111_542_fc,kho,M,img330.png,298.8014831542969,295.14276123046875,305.35107421875,308.5726013183594,244.9116668701172,318.68359375,421.65985107421875,205.68983459472656,354.1859436035156,288.5499572753906,312.2862854003906,440.4268493652344,268.87526420665995,380.2920781337515,233.56515502929688,399.33038330078125,249.1960792325365,309.14425553499757,280.8895392481455,187.45254471126069,379.79993410020074,181.1365996477265
112_188_fc,sla,F,img32.png,312.7714752037315,304.5733719243631,298.32147216796875,302.5142517089844,290.4983591973618,263.29386359255795,245.35817742445266,353.5742271383763,205.3649444580078,335.1051330566406,167.49301147460938,345.1781005859375,223.35887145996094,307.8442687988281,271.50885009765625,244.63197326660156,347.15045166015625,209.41632080078125,384.3424213041993,291.2095023205412,413.4074401855469,262.8392028808594
112_188_fc,sla,F,img42.png,310.1464940351707,302.23857118571294,296.9639630749406,303.3371154323988,285.97852060808214,261.86707012000824,318.66021194698595,353.87015077994755,239.0200653076172,344.1093444824219,207.15797090837293,362.93314081510573,216.10763549804688,282.3995361328125,277.42401123046875,229.9263916015625,322.6689453125,243.86402893066406,359.30634907436206,240.44545730963432,396.71234130859375,261.6596984863281
1136_1157_fc,sla,F,img08.png,309.0702984622593,299.58189435468773,296.5185106101742,303.24283247821256,288.15065204211743,263.495504279943,352.11856076355923,299.5361654793472,289.71962552362805,361.8178424546098,265.13904097996135,346.38960321975514,271.9379260665075,300.6278766756948,299.04949951171875,266.3990478515625,299.1611065940782,245.46965467804458,347.51014875926995,257.742601514404,390.9184150810644,291.7370269471345
1136_1157_fc,sla,F,img12.png,307.5770831412536,301.2951174709829,296.16326098011336,307.1347474138919,287.40381606574994,265.72646236417387,340.7322162948052,311.00545172552097,285.2412831901726,379.72085954200526,276.1656632898822,340.56604225789533,256.9772097864112,305.5600797853468,290.6866551303468,242.29004390903674,310.91232233670826,266.6645659269594,345.6589813835343,252.14357408649485,381.36395263671875,281.5899353027344
11419_11458_fc,nur,F,img07.png,302.0946755431786,298.52070192643737,311.9934001966289,309.90955717288017,259.62595364289183,329.1748169822834,361.2741476648814,230.50688414627888,398.4209745901949,295.2211270419539,368.08617323284716,358.4452393446364,313.8028444881197,383.2452699280119,262.4997769293774,366.9602713045937,265.2671623163634,297.4563229314426,251.32379748193347,240.5120466992285,239.93494223549064,235.08371382475576
11419_11458_fc,nur,F,img08.png,302.81959155397794,298.83932574966127,313.0717951576178,309.85499132378493,263.5558330719529,330.3593985310647,367.05946307040233,222.9293926844128,400.21552578855676,296.11267585507613,374.9122147668073,350.64567374677756,315.6893790564195,385.2195944101163,246.32340573817524,371.9135429245412,254.2852234303636,308.76433136595097,254.28522343036366,248.34176970194574,251.34044154421179,236.23544416998803
11419_11458_fc,nur,F,img26.png,297.5406224254024,302.2723422229616,308.8217257242037,312.43650460108955,265.81950027827764,337.23259304003915,347.2444933953688,177.063265015473,386.11403743480327,259.1584226849682,389.7999424730255,304.6179181563757,364.22199538960456,361.1351287424499,256.86185666138107,433.88168801313,205.0414237107429,361.38847722422156,199.70638825434992,327.39667988777495,321.04033749117275,207.28216732669912
1147_1332_fc,kho,M,img059.png,301.38605290805964,297.32130448485543,310.5002908207546,308.31200314428173,261.57827849525955,326.27241314871003,363.1752246397124,211.1381430456956,396.9515180808761,254.43077313099673,366.5260474017326,420.76561503768005,278.06432648439903,377.33895204189815,241.07124319169583,367.8226153977607,217.74951676803516,313.27122083207166,192.01519795571994,304.96118038226155,227.13182050169175,247.32702887551386
1147_1332_fc,kho,M,img076.png,300.60578261927975,299.8906956680504,308.29296424979674,311.6185753351212,258.22773004078886,320.88261473600056,388.12138887439585,198.67613753291047,436.412658091746,261.2576802941703,388.2199424850436,395.78335882821705,295.0867804230112,376.46685114127695,246.9926184269563,415.1984201258047,181.94723539950513,344.9296957340279,215.06124857711671,275.15373939548937,294.69256598042074,167.63175017889947
1147_1332_fc,kho,M,img087.png,302.74868633751737,298.17835953425094,309.71445553809355,310.6434202089661,259.24318045321735,315.7760922514959,408.090669686581,199.06890652254498,367.6403257323582,263.7161329629796,410.779212185049,393.3772052754582,285.1509536202724,373.3353430141514,239.93455705512906,401.3206262936591,176.142775955116,359.281598135796,222.45903081508715,271.41514102677417,337.3331193859919,193.8140280028119
11488_11502_fc,kho,M,img02.png,,,,,,,,,,,,,,,,,,,,,,
11488_11502_fc,kho,M,img04.png,,,,,,,,,,,,,,,,,,,,,,
11488_11502_fc,kho,M,img05.png,,,,,,,,,,,,,,,,,,,,,,
1148_1208_fc,kra,M,img30.png,306.8265752216093,314.06056955095215,303.9107023945807,293.2329065007481,369.72611763322556,305.3129510698665,128.54177951186247,324.47440107605416,106.04790341764206,292.816353239744,180.19438387636853,179.51386624663388,229.34766867485013,242.4134086582502,361.49853515625,230.15052795410156,379.8913269042969,356.4527893066406,253.0912045520828,360.29798152240517,157.2714385986328,433.7396545410156
1148_1208_fc,kra,M,img36.png,306.56766256723654,312.301354749688,303.6898971363251,292.1569967333077,371.79701233456336,301.26992059786073,131.02397128163653,322.85316132969683,100.80743425706603,301.7495481696793,184.26263175349885,176.56675192503008,234.1438992226311,229.8054123968924,418.09686279296875,205.4357452392578,432.23008638370436,390.9602765279351,298.4139938463207,395.75655224612086,155.97634887695312,439.25701904296875
11546_11640_fc,nur,F,img19.png,298.3424250355485,302.20118651607396,310.43166794166063,309.8226657394925,274.0830078125,342.86407470703125,191.1160966509017,280.3879873593934,402.1522282510766,248.8508319521443,390.591552734375,282.79443359375,378.2365520672461,347.9300618565851,248.67140526913124,336.8920574640479,268.11931777026814,319.2838123616672,278.36889327762407,309.03423685431125,238.20166015625,229.01976013183594
11546_11640_fc,nur,F,img50.png,296.0126017328933,302.8613242318851,308.8457313321828,310.8178645834446,271.3337707519531,339.27630615234375,278.7688558595557,269.50868713120246,397.1093444824219,282.1659851074219,383.93212866131154,319.1140044905213,368.85211218407863,319.90768956827037,273.21306031531196,416.3404265147862,243.54571991516693,366.2075638854305,270.58341998620773,342.8041352507794,268.48764957086246,204.6214497976373
11580_11649_fc,nip,F,img14.png,298.9071290117586,304.6995533971955,311.23158653528316,290.8902214732463,341.8199991840308,330.53636796458426,220.95122298946484,284.9507238715477,298.61015413167365,227.63457201515646,346.7200847054321,175.96094288037884,416.5091815253903,248.71978850118631,422.7456540071738,303.8086287569406,328.0106672600816,425.4198421517189,303.9557019732024,455.2658176002542,222.13912250980454,351.7700718906566
11580_11649_fc,nip,F,img41.png,304.2285279335583,308.9447501758432,317.4820174934547,295.2063768515603,336.8773680689129,339.49242733218983,141.30758309970972,331.5726591805444,332.0285304250484,186.1075298646082,368.3948127540325,209.38195055515803,414.29714244928346,361.1505688081181,,,397.9029800977512,440.9923967237653,305.8223705974358,397.9612622187159,192.67756938136196,372.6842321598058
11580_11649_fc,nip,F,img47.png,300.8390861179258,309.2458643075753,314.3737819802035,295.97397807369134,328.4340970992687,342.22847267098996,133.1665432027183,304.64669581068483,326.59442970051253,231.97983355981512,403.0720315630914,241.30957536779295,386.4596715175853,364.8030641723308,,,367.7896755164939,380.75035242326294,240.79480688406983,463.5984596781062,175.25534175523848,428.3977380510484
1169_1272_fc,sla,F,img023.png,299.3991267042737,303.5660883211368,313.8799372287689,302.9419154537017,307.0140356869824,342.7641443960635,267.5663104650817,243.39582390038953,294.6554129117667,189.84179187445474,374.79920909043835,253.3825897793517,375.67305110484756,322.4161089176779,340.34486680801876,336.14791200125086,304.1428404967808,361.9886687130655,201.77849023741837,337.02175401566,186.548672272001,272.2326103758928
1169_1272_fc,sla,F,img025.png,297.44315290447196,304.0089882473874,311.5717985269195,303.2520965176134,304.8859215805827,341.6012774928283,265.4014030107069,242.95305537895322,294.6678832286341,192.49360672735475,376.6644872874816,248.25129748737112,369.4740158546289,310.3164193288373,331.124834879414,336.3030353844106,309.8525188452871,359.2344933068341,188.35471235752394,341.4161281096249,176.87912993371123,262.0200253237334
1169_1272_fc,sla,F,img033.png,296.3236980454469,301.7862429640438,311.1790122904032,300.8926902275051,306.93463679184424,343.2247511210271,265.3844345427936,244.4871737334982,338.990841215171,179.81629442650808,363.898623746188,239.12585731426591,359.2074718793597,347.46912661958623,346.13926310748093,358.86192401045497,280.23974878775005,368.9143922965156,202.83574298508307,362.4361349566099,168.09888035214018,255.0981124798957
1181_1324_fc,kho,M,img049.png,309.04718599800225,301.0352644509087,296.5584724567316,302.5963536435675,276.91476678244135,263.43903306104187,371.3606629383005,399.1237020563051,324.7881686906454,398.34315745997566,255.97015344760206,305.0680781986106,269.7597746494217,287.89609707936347,237.7574461999157,273.19584051515955,315.6818150668022,185.25448266204555,376.9545658786611,223.24098635007704,420.40488174099846,289.9775493362419
